account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,support_level,discount_level
17,156.43,5,44,0.341,0.0168,0,No,1.4,0.375,3.05,3.43,7.99,4.4,No,None,Mid
13,114.71,7,17,0.611,0.164,0,No,3.9,0.3,3.28,5.68,7.73,6.6,No,None,High
26,49.04,14,44,0.406,0.012,1,No,0.5,0.485,4.08,3.43,8.37,5.5,No,Low,Mid
59,107.01,60,71,0.188,0.0064,0,Yes,3.9,0.622,4.33,4.42,9.31,3.7,No,None,Low
51,76.32,1,68,0.459,0.0184,1,No,0.5,0.667,4.57,1.8,8.84,5.8,Yes,Low,High
35,61.26,9,1,0.262,0.1248,2,No,1.8,0.847,3.79,5.85,7.04,4.5,No,Low,Mid
59,41.99,1,29,0.432,0.064,0,No,2.6,0.811,5.0,4.45,9.79,5.8,No,None,Mid
21,90.31,1,22,0.127,0.0016,0,No,3.8,0.409,5.0,5.2,9.99,3.3,No,None,Low
9,34.11,3,24,0.407,0.0912,1,Yes,2.7,0.558,2.54,4.8,6.57,5.6,No,Low,Mid
55,34.79,14,77,0.22,0.0608,0,No,5.6,0.819,5.0,3.48,9.8,4.3,Yes,None,Low
35,68.78,1,15,0.162,0.1192,2,No,5.3,0.72,3.46,6.05,6.73,3.7,No,Low,Low
44,90.97,12,24,0.206,0.0016,1,No,0.2,0.648,5.0,4.27,9.33,3.9,No,Low,Low
35,168.74,1,1,0.28,0.004,2,No,4.1,0.617,3.53,6.35,7.18,3.9,No,Low,Mid
20,149.3,11,46,0.078,0.0512,1,No,0.5,0.505,3.87,3.23,8.03,2.7,No,Low,Low
7,105.37,2,7,0.098,0.144,3,No,2.0,0.583,2.07,5.38,4.59,3.1,No,Medium,Low
47,83.37,1,14,0.222,0.0136,1,No,2.4,0.813,2.08,5.13,6.37,4.1,No,Low,Low
4,56.29,1,70,0.202,0.1272,0,No,2.6,0.241,4.81,2.4,9.39,4.1,Yes,None,Low
41,83.93,11,134,0.328,0.0232,0,No,0.0,0.316,4.72,1.0,9.64,4.8,Yes,None,Mid
51,106.29,39,31,0.584,0.1512,1,No,1.9,0.406,3.84,5.38,7.67,6.5,No,Low,High
23,84.78,1,16,0.332,0.02,1,Yes,2.5,0.473,4.72,5.07,8.99,4.8,No,Low,Mid
10,64.97,3,28,0.159,0.112,0,No,2.3,0.41,4.41,4.47,9.04,3.7,No,None,Low
41,129.87,11,36,0.356,0.1088,1,No,5.0,0.725,4.39,5.23,8.36,4.7,No,Low,Mid
53,82.08,1,42,0.181,0.0128,0,No,0.4,0.569,3.68,3.07,8.64,3.8,No,None,Low
36,128.84,19,9,0.145,0.0592,4,No,6.9,0.442,2.73,7.48,4.87,3.2,No,Medium,Low
11,77.92,9,28,0.213,0.1048,0,Yes,5.0,0.767,3.54,5.57,8.19,4.0,No,None,Low
60,26.6,16,20,0.092,0.04,0,No,1.3,0.41,5.0,4.97,9.87,3.5,No,None,Low
32,20.87,9,85,0.11,0.0416,0,No,1.3,0.685,4.55,1.48,9.41,3.6,Yes,None,Low
32,125.64,9,19,0.227,0.1048,0,Yes,5.2,0.548,3.95,6.08,8.6,3.8,No,None,Mid
32,67.04,1,99,0.625,0.2432,3,No,3.4,0.915,3.43,1.22,5.62,7.0,Yes,Medium,High
50,38.46,13,2,0.129,0.0656,0,Yes,1.2,0.859,2.75,5.73,7.53,3.7,No,None,Low
37,50.93,10,59,0.168,0.0544,1,Yes,4.6,0.194,2.14,3.92,6.29,3.9,No,Low,Low
35,42.15,1,25,0.259,0.3064,4,No,0.6,0.488,4.1,3.98,5.41,4.6,Yes,Medium,Mid
51,28.73,1,1,0.161,0.0224,0,No,2.6,0.544,4.16,5.85,9.09,4.0,No,None,Low
58,377.39,1,25,0.687,0.0712,0,No,3.6,0.409,3.91,4.98,8.67,5.5,No,None,Extreme
55,32.94,14,16,0.034,0.12,1,No,5.0,0.864,3.81,6.33,7.74,3.0,No,Low,Low
12,41.25,4,16,0.224,0.0144,2,No,5.0,0.729,3.16,6.0,6.78,4.3,No,Low,Low
6,110.97,2,44,0.5,0.0528,1,No,5.0,0.741,3.33,4.53,7.49,5.8,No,Low,High
16,78.93,1,1,0.256,0.1752,2,No,4.4,0.185,4.55,6.45,7.63,4.3,No,Low,Mid
19,48.56,5,5,0.579,0.0272,1,No,3.5,0.735,4.31,6.08,8.55,6.8,No,Low,High
41,80.84,1,22,0.181,0.0304,0,No,3.1,0.639,3.5,4.97,8.4,3.8,No,None,Low
39,50.76,59,50,0.341,0.1,1,Yes,1.4,0.62,4.95,4.63,8.95,5.1,No,Low,Mid
40,68.46,11,19,0.217,0.0368,1,No,4.2,0.746,3.95,5.82,8.16,4.1,No,Low,Low
36,84.13,1,4,0.408,0.0208,0,No,3.9,0.822,4.8,6.13,9.73,5.4,No,None,Mid
55,71.67,14,10,0.067,0.0912,1,No,4.3,0.278,3.5,6.4,7.53,3.0,No,Low,Low
9,181.8,7,7,0.411,0.0008,1,No,3.5,0.217,2.6,6.05,6.93,4.8,No,Low,Mid
40,82.05,1,6,0.509,0.0344,1,No,3.9,0.872,2.48,6.03,6.7,6.1,No,Low,High
23,105.44,6,9,0.446,0.0984,3,No,3.5,0.501,2.78,5.92,5.45,5.5,No,Medium,Mid
37,126.4,28,8,0.252,0.0288,0,No,2.4,0.472,4.33,6.33,9.23,4.0,No,None,Mid
46,124.46,24,4,0.275,0.0248,1,Yes,3.4,0.235,3.53,6.73,7.78,4.2,No,Low,Mid
47,66.84,1,3,0.112,0.1088,0,No,5.7,0.616,4.1,6.78,8.74,3.4,No,None,Low
24,25.56,1,1,0.18,0.0552,3,Yes,2.4,0.956,3.65,5.78,6.47,4.1,No,Medium,Low
29,241.09,22,49,0.344,0.1008,3,No,2.2,0.827,2.31,4.02,4.97,4.0,Yes,Medium,Mid
56,196.29,43,8,0.376,0.0216,0,Yes,5.6,0.454,3.92,7.9,8.85,4.5,No,None,Mid
20,101.67,16,32,0.732,0.0024,1,No,2.9,0.69,3.57,4.9,7.9,7.5,No,Low,Extreme
44,140.46,1,28,0.556,0.0792,2,No,5.6,0.589,4.11,5.5,7.51,6.0,No,Low,High
9,47.31,1,10,0.315,0.0328,0,No,5.0,0.572,4.1,6.2,8.99,4.9,No,None,Mid
17,38.86,1,13,0.284,0.0136,2,Yes,0.1,0.936,5.0,4.42,8.62,4.8,No,Low,Mid
57,50.24,29,13,0.267,0.0488,2,No,3.0,0.603,3.4,6.32,6.9,4.6,No,Low,Mid
49,41.54,13,24,0.325,0.2664,1,Yes,0.0,0.652,4.44,4.23,7.89,5.0,No,Low,Mid
30,21.62,1,5,0.401,0.0536,2,No,1.6,0.649,3.9,5.32,7.39,5.7,No,Low,Mid
21,104.74,16,53,0.133,0.0648,0,Yes,3.8,0.776,5.0,4.15,9.78,3.3,No,None,Low
6,19.55,2,13,0.525,0.0808,1,No,4.5,0.882,3.98,5.92,8.04,6.6,No,Low,High
10,34.63,3,34,0.34,0.148,1,No,4.7,0.616,3.28,4.97,7.12,5.2,No,Low,Mid
13,79.56,1,35,0.272,0.0576,1,No,1.7,0.658,3.97,3.85,8.11,4.4,No,Low,Mid
59,76.34,1,32,0.203,0.196,0,No,5.0,0.388,4.17,5.1,8.52,4.0,No,None,Low
13,78.55,4,9,0.325,0.1048,1,No,8.6,0.666,4.7,7.55,8.68,4.8,No,Low,Mid
37,25.05,1,4,0.392,0.1216,0,Yes,3.0,0.554,2.74,5.83,7.33,5.6,No,None,Mid
13,132.55,1,6,0.525,0.0152,1,No,4.2,0.561,3.43,6.13,7.71,5.9,No,Low,High
52,41.5,14,38,0.204,0.0248,0,Yes,4.3,0.583,5.0,5.0,9.92,4.2,No,None,Low
53,71.27,14,30,0.556,0.024,0,Yes,2.7,0.57,4.28,4.87,9.2,6.5,No,None,High
11,21.18,1,90,0.127,0.0576,0,Yes,4.4,0.86,3.77,2.0,8.58,3.8,Yes,None,Low
12,199.47,1,13,0.253,0.032,3,No,4.7,0.858,3.68,5.95,6.57,3.6,No,Medium,Mid
55,80.7,28,4,0.342,0.08,0,No,1.1,0.609,4.4,6.1,9.13,4.9,No,None,Mid
60,100.19,31,34,0.112,0.0712,1,Yes,1.4,0.601,4.01,4.8,8.11,3.2,No,Low,Low
44,52.6,12,23,0.215,0.088,1,Yes,1.1,0.351,3.63,4.62,7.67,4.2,No,Low,Low
59,124.72,15,53,0.505,0.0408,2,No,7.1,0.692,3.27,5.22,6.8,5.8,No,Low,High
60,104.47,1,33,0.422,0.0096,0,No,5.2,0.721,4.46,5.12,9.43,5.3,No,None,Mid
13,47.66,1,36,0.251,0.1824,1,No,2.3,0.825,4.07,4.0,7.8,4.5,No,Low,Mid
18,40.81,5,0,0.354,0.2128,1,No,0.0,0.661,4.22,5.17,7.84,5.2,No,Low,Mid
59,128.74,15,11,0.155,0.052,0,No,2.6,0.485,5.0,5.82,9.83,3.3,No,None,Low
7,94.08,2,16,0.133,0.0168,2,No,0.1,0.719,3.12,4.3,6.73,3.4,No,Low,Low
13,263.97,1,48,0.151,0.0664,3,No,5.1,0.46,4.16,4.33,6.94,2.5,No,Medium,Low
57,60.86,15,69,0.627,0.0112,1,Yes,0.0,0.945,3.87,2.05,8.17,7.0,Yes,Low,High
39,30.37,20,11,0.273,0.0376,1,No,2.6,0.903,3.1,5.98,7.31,4.7,No,Low,Mid
36,79.07,1,60,0.083,0.0184,1,No,2.3,0.568,4.09,2.8,8.36,3.1,Yes,Low,Low
8,68.95,1,32,0.228,0.068,0,No,1.6,0.919,4.28,3.97,9.05,4.2,No,None,Mid
10,66.16,1,8,0.115,0.1544,4,No,2.7,0.947,3.06,5.53,4.88,3.4,No,Medium,Low
8,119.26,3,7,0.374,0.0496,2,No,4.3,0.771,2.91,6.18,6.41,4.9,No,Low,Mid
57,79.38,1,5,0.419,0.2264,2,No,0.8,0.133,2.98,5.05,5.89,5.5,No,Low,Mid
38,13.84,1,43,0.304,0.0728,1,No,6.2,0.451,4.19,4.95,8.28,5.0,No,Low,Mid
49,92.03,25,1,0.395,0.04,0,No,4.1,0.287,3.59,7.15,8.46,5.2,No,None,Mid
9,88.4,3,13,0.167,0.0928,0,No,3.6,0.538,4.44,5.65,9.13,3.6,No,None,Low
25,25.53,1,46,0.182,0.0328,0,No,3.3,0.677,3.69,3.83,8.58,4.1,No,None,Low
33,17.45,9,22,0.299,0.0352,0,No,3.4,0.246,5.0,5.33,9.88,5.0,No,None,Mid
57,89.07,15,16,0.103,0.148,2,No,6.6,0.938,4.42,6.9,7.59,3.2,No,Low,Low
49,84.06,13,57,0.217,0.032,0,No,1.3,0.328,4.41,3.02,9.3,4.0,No,None,Low
12,88.94,7,22,0.38,0.0,0,No,3.6,0.408,4.14,5.33,9.14,5.1,No,None,Mid
18,102.02,10,2,0.334,0.0304,2,No,1.9,0.755,3.05,5.87,6.62,4.7,No,Low,Mid
22,145.06,6,8,0.425,0.3248,4,No,3.6,0.786,2.87,6.0,4.12,5.1,No,Medium,Mid
55,38.94,28,114,0.439,0.0352,1,Yes,2.2,0.333,3.78,1.67,8.0,5.8,Yes,Low,Mid
39,75.33,20,18,0.113,0.1824,0,No,1.1,0.672,4.22,5.13,8.61,3.3,No,None,Low
48,31.14,1,33,0.221,0.2256,4,No,1.3,0.574,2.82,3.82,4.4,4.4,Yes,Medium,Low
38,55.77,20,4,0.214,0.0504,0,Yes,4.2,0.671,2.72,6.87,7.55,4.2,No,None,Low
8,71.85,1,1,0.251,0.1656,2,No,4.7,0.695,4.32,6.55,7.43,4.3,No,Low,Mid
56,146.96,15,2,0.526,0.0848,3,No,4.0,0.584,4.37,6.73,7.09,5.8,No,Medium,High
1,30.16,1,33,0.163,0.0872,1,No,5.4,0.664,3.31,5.18,7.35,4.0,No,Low,Low
9,25.8,5,27,0.193,0.0488,1,No,4.5,0.59,3.14,5.32,7.31,4.2,No,Low,Low
4,58.48,1,13,0.391,0.18,2,Yes,3.3,0.43,4.6,5.48,7.67,5.4,No,Low,Mid
20,86.74,1,5,0.045,0.0456,2,No,7.1,0.755,3.68,7.15,7.19,2.8,No,Low,Low
60,31.41,1,46,0.346,0.0224,0,No,2.3,0.798,3.82,3.5,8.75,5.2,No,None,Mid
41,137.52,1,46,0.386,0.0088,1,Yes,2.2,0.79,4.83,3.47,9.13,4.9,No,Low,Mid
48,118.61,37,6,0.513,0.1888,1,No,4.1,0.671,4.87,7.3,8.57,5.9,No,Low,High
10,73.0,1,65,0.275,0.0288,0,No,1.9,0.765,3.27,2.42,8.17,4.5,Yes,None,Mid
12,61.62,7,41,0.531,0.0792,0,No,3.4,0.521,5.0,4.32,9.74,6.3,No,None,High
50,46.09,26,15,0.05,0.0328,1,No,3.8,0.545,4.29,6.38,8.51,3.1,No,Low,Low
28,39.46,15,10,0.464,0.0688,1,No,3.3,0.753,2.48,6.1,6.58,6.0,No,Low,High
27,48.69,14,67,0.291,0.0552,0,No,1.9,0.332,3.92,2.75,8.74,4.7,Yes,None,Mid
22,142.59,12,109,0.476,0.0712,0,Yes,5.9,0.27,4.52,2.37,9.28,5.5,Yes,None,High
34,63.25,1,12,0.32,0.0736,1,No,0.8,0.502,3.89,4.7,7.98,4.9,No,Low,Mid
41,163.94,11,39,0.565,0.0392,2,No,2.6,0.422,3.56,4.28,7.1,6.0,No,Low,High
28,116.66,1,15,0.136,0.0648,1,No,1.5,0.309,4.01,4.78,8.13,3.3,No,Low,Low
43,28.82,1,9,0.259,0.2616,1,No,3.3,0.277,3.46,5.68,6.92,4.6,No,Low,Mid
12,112.41,1,5,0.141,0.2144,1,No,2.9,0.659,3.37,5.75,6.99,3.3,No,Low,Low
13,44.86,4,4,0.115,0.0616,0,No,3.3,0.875,4.19,6.03,8.98,3.5,No,None,Low
32,48.78,1,128,0.054,0.1568,0,Yes,2.2,0.322,5.0,1.0,9.48,3.1,Yes,None,Low
51,28.67,13,2,0.241,0.192,0,No,2.8,0.669,3.59,6.27,7.95,4.5,No,None,Mid
30,95.06,8,69,0.045,0.0592,0,No,1.6,0.814,4.95,2.35,9.75,2.7,Yes,None,Low
30,170.82,8,60,0.324,0.0856,1,No,3.8,0.514,3.47,3.53,7.52,4.2,Yes,Low,Mid
43,242.33,11,18,0.212,0.0944,1,No,1.3,0.411,4.45,4.9,8.47,3.0,No,Low,Low
22,84.99,6,29,0.252,0.0552,0,No,5.0,0.55,4.37,5.42,9.19,4.3,No,None,Mid
35,40.15,9,29,0.228,0.0016,1,Yes,0.5,0.54,2.48,4.02,6.81,4.4,No,Low,Mid
37,109.88,10,32,0.124,0.1048,1,No,3.3,0.838,2.98,4.83,6.96,3.2,No,Low,Low
35,225.92,9,9,0.3,0.0032,1,Yes,4.7,0.699,3.94,6.42,8.26,3.7,No,Low,Mid
44,59.52,1,5,0.211,0.1032,1,No,6.5,0.751,2.79,6.95,6.78,4.1,No,Low,Low
45,39.94,23,46,0.473,0.0072,1,Yes,4.2,0.305,3.74,4.87,8.05,6.1,No,Low,High
40,41.78,1,35,0.345,0.0296,1,No,5.3,0.614,4.11,5.05,8.34,5.2,No,Low,Mid
52,98.22,14,20,0.374,0.052,1,No,4.5,0.807,3.14,5.97,7.3,5.0,No,Low,Mid
19,44.78,1,2,0.147,0.1584,2,No,2.8,0.468,3.47,5.87,6.61,3.8,No,Low,Low
13,48.64,1,28,0.233,0.0376,0,No,1.5,0.53,4.84,4.13,9.71,4.3,No,None,Mid
56,105.72,43,1,0.404,0.088,0,Yes,4.0,0.602,5.0,7.72,9.71,5.2,No,None,Mid
55,39.24,28,5,0.254,0.0872,1,Yes,3.8,0.314,4.15,6.95,8.19,4.5,No,Low,Mid
17,50.48,1,24,0.401,0.176,2,No,5.0,0.679,4.71,5.5,7.79,5.5,No,Low,Mid
3,188.24,3,21,0.216,0.1112,0,No,2.9,0.6,3.73,5.02,8.36,3.4,No,None,Low
51,77.14,26,9,0.314,0.0088,1,No,4.2,0.772,2.61,6.82,6.91,4.7,No,Low,Mid
20,72.86,1,58,0.674,0.3608,0,No,4.3,0.343,2.8,3.57,6.6,7.3,Yes,None,Extreme
1,76.85,1,18,0.342,0.0464,1,Yes,2.0,0.637,4.09,4.8,8.27,4.9,No,Low,Mid
46,90.3,1,41,0.188,0.1088,3,No,3.2,0.266,4.4,4.05,7.04,3.8,No,Medium,Low
26,48.36,7,25,0.402,0.1368,0,No,1.3,0.356,4.11,4.42,8.65,5.5,No,None,Mid
27,23.46,1,36,0.165,0.0216,0,No,6.1,0.519,4.33,5.27,9.26,4.0,No,None,Low
59,143.35,15,55,0.294,0.008,3,Yes,1.1,0.411,2.97,3.12,5.94,4.2,No,Medium,Mid
41,52.37,21,24,0.073,0.0248,1,Yes,2.9,0.723,5.0,5.47,9.25,3.2,No,Low,Low
2,197.64,2,140,0.235,0.0616,1,Yes,6.6,0.913,4.47,2.27,8.6,3.5,Yes,Low,Mid
23,46.7,1,10,0.415,0.0208,0,No,4.0,0.337,4.03,5.87,8.96,5.6,No,None,Mid
18,42.87,5,37,0.304,0.072,3,No,3.6,0.197,2.6,4.52,5.36,4.9,No,Medium,Mid
40,184.81,11,12,0.191,0.2464,1,No,3.4,0.68,4.35,5.9,7.86,3.2,No,Low,Low
19,34.44,1,31,0.02,0.0128,0,No,0.6,0.455,3.26,3.68,8.22,2.9,No,None,Low
22,77.45,12,23,0.098,0.1496,0,Yes,1.4,0.425,3.71,4.72,8.21,3.2,No,None,Low
56,39.25,1,19,0.537,0.0424,0,Yes,2.4,0.364,2.8,4.88,7.66,6.5,No,None,High
47,74.35,1,27,0.317,0.0264,1,No,5.4,0.25,4.15,5.48,8.4,4.8,No,Low,Mid
5,63.41,1,1,0.264,0.096,3,No,2.3,0.581,3.02,5.75,5.7,4.5,No,Medium,Mid
23,104.73,1,1,0.539,0.04,0,No,7.2,0.733,3.62,7.38,8.49,6.1,No,None,High
44,42.18,12,2,0.229,0.2584,0,No,3.8,0.549,4.03,6.57,8.17,4.3,No,None,Mid
31,105.28,1,26,0.356,0.0848,0,No,4.3,0.61,4.55,5.17,9.27,4.9,No,None,Mid
15,66.46,1,21,0.223,0.3584,2,No,2.4,0.715,3.46,4.78,5.93,4.2,No,Low,Low
28,42.86,1,2,0.114,0.1528,0,No,0.0,0.856,5.0,4.93,9.49,3.5,No,None,Low
25,70.96,7,30,0.147,0.0912,2,No,2.4,0.805,3.0,4.53,6.36,3.6,No,Low,Low
30,36.25,1,8,0.033,0.0824,1,No,1.9,0.657,4.41,5.27,8.47,3.0,No,Low,Low
48,81.37,1,15,0.097,0.1672,2,No,2.2,0.676,3.0,5.02,6.11,3.2,No,Low,Low
5,110.63,2,75,0.256,0.0064,1,No,5.6,0.29,2.59,3.18,6.9,4.1,Yes,Low,Mid
12,69.3,4,4,0.575,0.1104,1,No,3.8,0.453,3.82,6.2,7.79,6.6,No,Low,High
43,39.83,1,10,0.323,0.0552,2,No,1.2,0.495,4.06,4.93,7.54,5.0,No,Low,Mid
47,58.87,12,39,0.288,0.1208,1,No,1.1,0.405,4.19,3.82,8.12,4.7,Yes,Low,Mid
26,94.74,7,29,0.401,0.0112,0,No,2.8,0.333,5.0,4.72,9.96,5.2,No,None,Mid
55,98.65,14,104,0.191,0.2464,2,No,0.0,0.987,3.39,1.0,6.24,3.7,Yes,Low,Low
40,38.8,21,0,0.457,0.0592,2,No,5.0,0.631,4.36,7.37,7.83,6.0,No,Low,High
43,122.15,11,23,0.348,0.0608,0,No,4.2,0.846,2.96,5.62,7.76,4.7,No,None,Mid
26,155.57,7,15,0.429,0.2112,2,No,0.4,0.782,3.9,4.62,6.86,5.1,No,Low,Mid
36,35.32,1,11,0.042,0.1032,1,No,6.1,0.463,4.64,6.52,8.63,3.1,No,Low,Low
8,21.61,7,56,0.152,0.0336,0,No,3.4,0.742,2.92,3.57,7.81,3.9,Yes,None,Low
24,26.0,7,24,0.531,0.004,0,No,0.0,0.678,3.97,4.03,8.96,6.6,No,None,High
17,47.93,5,90,0.468,0.1624,1,No,4.8,0.598,4.56,2.27,8.35,6.0,Yes,Low,High
55,179.06,28,10,0.132,0.0664,0,Yes,0.0,0.508,4.66,5.43,9.44,2.8,No,None,Low
54,57.13,1,24,0.25,0.0776,0,No,1.3,0.282,3.81,4.27,8.55,4.4,No,None,Mid
57,22.53,15,122,0.577,0.0928,1,No,3.3,0.745,4.67,1.6,8.69,6.9,Yes,Low,High
42,60.55,1,6,0.249,0.0296,0,No,6.1,0.457,5.0,6.77,9.9,4.4,No,None,Mid
40,45.98,11,23,0.148,0.024,3,No,2.8,0.738,2.79,5.15,5.71,3.8,No,Medium,Low
36,168.85,10,104,0.432,0.0368,1,No,2.9,0.788,3.11,1.3,7.32,5.0,Yes,Low,Mid
50,301.73,26,7,0.239,0.168,2,No,1.7,0.437,3.08,6.08,6.19,2.9,No,Low,Mid
35,35.41,1,16,0.061,0.0448,2,No,4.2,0.52,3.35,5.63,6.87,3.2,No,Low,Low
23,28.88,1,30,0.182,0.0504,2,No,7.0,0.974,4.97,5.87,8.47,4.1,No,Low,Low
25,62.04,1,14,0.145,0.132,3,No,1.0,0.791,2.15,4.67,4.71,3.6,No,Medium,Low
12,114.77,1,69,0.363,0.0312,0,No,3.8,0.403,4.61,2.85,9.51,4.9,Yes,None,Mid
3,35.08,1,12,0.536,0.036,0,No,0.0,0.893,4.98,4.43,9.86,6.5,No,None,High
39,15.25,10,22,0.184,0.0312,2,No,2.6,0.199,5.0,5.1,8.56,4.2,No,Low,Low
10,37.89,3,17,0.163,0.0352,1,Yes,3.8,0.376,3.92,5.52,8.14,3.9,No,Low,Low
33,36.21,1,36,0.215,0.1016,2,No,2.4,0.384,3.65,4.03,6.98,4.3,No,Low,Low
30,106.07,23,14,0.278,0.0832,3,No,1.9,0.538,2.71,5.7,5.43,4.3,No,Medium,Mid
28,50.95,8,13,0.299,0.0256,0,No,2.0,0.739,5.0,5.28,9.91,4.8,No,None,Mid
35,130.25,9,9,0.393,0.0768,3,No,2.7,0.568,3.79,5.75,6.53,5.0,No,Medium,Mid
18,36.29,14,8,0.121,0.0136,0,No,0.9,0.308,3.4,5.37,8.35,3.6,No,None,Low
54,99.48,28,57,0.274,0.0416,2,Yes,3.6,0.302,3.28,4.28,6.81,4.3,No,Low,Mid
9,131.6,1,44,0.418,0.0128,1,No,2.6,0.78,2.53,3.7,6.82,5.1,No,Low,Mid
13,53.39,1,31,0.299,0.0024,1,Yes,0.7,0.897,3.74,3.72,8.07,4.8,No,Low,Mid
19,50.87,15,57,0.225,0.1208,1,No,5.6,0.87,4.22,4.52,8.15,4.3,No,Low,Low
14,31.43,8,4,0.313,0.008,0,No,3.4,0.46,4.18,6.2,9.15,5.0,No,None,Mid
29,30.28,1,13,0.518,0.0152,1,No,1.4,0.347,2.83,4.85,7.11,6.4,No,Low,High
32,60.01,17,5,0.226,0.0312,2,No,2.7,0.77,3.42,6.22,6.98,4.2,No,Low,Low
56,315.35,15,2,0.423,0.0712,4,No,1.7,0.799,4.04,5.97,6.14,4.1,No,Medium,Mid
47,87.82,12,10,0.169,0.028,0,No,2.1,0.858,3.51,5.6,8.42,3.7,No,None,Low
25,104.64,13,8,0.275,0.0128,1,Yes,4.6,0.827,4.56,6.57,8.85,4.3,No,Low,Mid
24,51.85,1,69,0.189,0.0496,0,No,3.2,0.814,3.52,2.65,8.35,4.0,Yes,None,Low
41,19.84,11,59,0.126,0.076,1,No,5.1,0.579,3.58,4.12,7.66,3.8,Yes,Low,Low
41,54.7,1,15,0.051,0.0632,1,Yes,2.9,0.597,3.7,5.25,7.82,3.0,No,Low,Low
35,63.93,9,14,0.403,0.016,0,No,5.3,0.188,2.71,6.37,7.66,5.4,No,None,Mid
25,35.92,7,55,0.327,0.148,0,No,2.7,0.586,4.39,3.38,8.9,5.1,Yes,None,Mid
44,37.65,12,16,0.27,0.0496,0,Yes,4.4,0.314,4.12,6.07,8.95,4.7,No,None,Mid
17,26.29,9,6,0.148,0.0824,0,Yes,4.4,0.378,4.34,6.47,9.07,3.9,No,None,Low
4,50.0,3,32,0.547,0.024,2,No,1.4,0.569,3.66,3.97,7.25,6.5,No,Low,High
12,68.51,4,40,0.096,0.1904,0,No,4.1,0.68,4.32,4.5,8.69,3.3,No,None,Low
42,77.01,1,1,0.305,0.032,2,No,1.7,0.463,3.54,5.55,7.1,4.7,No,Low,Mid
33,70.04,1,41,0.294,0.0168,1,No,3.8,0.9,4.5,4.25,8.78,4.6,No,Low,Mid
50,199.49,1,15,0.124,0.0664,1,No,2.7,0.566,4.91,5.18,9.02,2.7,No,Low,Low
20,26.68,1,32,0.2,0.044,0,No,1.6,0.786,5.0,3.97,9.85,4.2,No,None,Low
58,35.56,15,14,0.4,0.0488,2,No,2.6,0.538,3.89,5.67,7.39,5.6,No,Low,Mid
32,152.86,1,1,0.47,0.0296,0,No,2.5,0.309,4.18,5.82,9.08,5.4,No,None,High
8,104.39,3,2,0.34,0.0288,0,No,1.6,0.546,4.98,5.53,9.88,4.8,No,None,Mid
26,157.27,1,48,0.091,0.0048,0,No,1.3,0.402,4.65,3.07,9.63,2.7,No,None,Low
59,79.93,15,4,0.146,0.2,1,No,0.3,0.402,3.27,5.4,6.94,3.5,No,Low,Low
22,81.25,1,112,0.432,0.0008,1,No,3.0,0.438,4.71,1.03,9.04,5.5,Yes,Low,Mid
43,48.26,44,3,0.256,0.0208,1,No,5.0,0.388,2.97,7.98,7.23,4.5,No,Low,Mid
36,60.99,1,39,0.128,0.1744,1,No,0.0,0.741,3.47,3.08,7.22,3.5,No,Low,Low
52,88.74,14,70,0.345,0.0088,0,Yes,2.9,0.603,2.88,2.93,7.85,4.9,Yes,None,Mid
22,72.92,12,76,0.576,0.0544,0,Yes,3.7,0.295,4.25,2.83,9.07,6.6,No,None,High
1,178.84,1,23,0.58,0.0048,0,Yes,2.8,0.751,3.16,4.82,8.14,6.0,No,None,High
21,341.79,1,40,0.29,0.012,0,No,3.1,0.521,5.0,4.07,9.96,3.0,No,None,Mid
52,54.66,27,73,0.319,0.0032,0,No,3.0,0.891,3.47,3.25,8.46,4.9,Yes,None,Mid
56,75.67,15,63,0.358,0.0088,0,Yes,1.8,0.092,3.52,2.95,8.49,5.1,No,None,Mid
42,64.42,1,50,0.201,0.0544,0,No,1.7,0.782,4.3,3.1,9.12,4.0,No,None,Low
47,55.99,24,61,0.289,0.032,1,No,4.3,0.47,2.95,4.18,7.18,4.7,Yes,Low,Mid
60,28.26,1,39,0.608,0.0016,1,No,3.3,0.954,4.82,4.18,9.15,7.1,No,Low,High
25,109.11,1,10,0.448,0.0128,0,Yes,3.0,0.213,5.0,5.53,9.96,5.5,No,None,Mid
58,95.78,15,105,0.171,0.144,2,No,1.5,0.198,3.82,1.0,7.01,3.6,Yes,Low,Low
2,61.17,2,8,0.148,0.0392,0,Yes,5.9,0.947,4.06,6.63,8.93,3.7,No,None,Low
34,94.65,9,18,0.271,0.0504,0,No,2.8,0.665,3.37,5.33,8.2,4.3,No,None,Mid
60,111.92,1,22,0.202,0.1472,1,No,3.0,0.729,4.11,4.93,7.95,3.7,No,Low,Low
40,91.68,1,5,0.265,0.044,0,No,1.4,0.706,4.62,5.25,9.47,4.3,No,None,Mid
38,61.0,20,4,0.045,0.0504,1,No,5.0,0.519,4.78,7.13,8.95,2.9,No,Low,Low
28,70.38,1,7,0.282,0.0848,4,No,6.0,0.663,3.92,6.68,5.97,4.6,No,Medium,Mid
24,73.81,1,9,0.343,0.0224,0,No,2.6,0.504,5.0,5.45,9.93,5.0,No,None,Mid
